trade_date,erp,pe,rf,close
2005-01-04,1.2722952795042293,16.5883,0.0475605,14045.9
2005-01-05,1.5025261743645268,16.2556,0.046492,13764.36
2005-01-06,1.4448528554138012,16.1938,0.0473035,13712.04
2005-01-07,1.515797137635519,16.0322,0.0472164999999999,13574.86
2005-01-10,1.5131090108129754,15.9808,0.047444,13531.39
2005-01-11,1.5609455546014663,15.9547,0.047068,13509.25
2005-01-12,1.534596587894562,16.0209,0.0470725,13565.31
2005-01-13,1.5279364344397797,16.0303,0.0471025,13573.28
2005-01-14,1.6623204346953218,15.9376,0.0461214999999999,13494.78
2005-01-18,1.5844848577988229,16.0723,0.046374,13604.22
2005-01-19,1.5838305193037172,16.1601,0.0460425,13678.63
2005-01-20,1.7016531728473767,16.0014,0.045478,13543.59
2005-01-21,1.733075167641962,15.9268,0.0454565,13481.02
2005-01-24,1.7701311108581992,15.8157,0.045527,13386.99
2005-01-25,1.6142119419260368,16.0485,0.046169,13584.06
2005-01-26,1.6039438553490761,16.0953,0.0460905,13623.68
2005-01-27,1.6164014967549702,16.1015,0.0459419999999999,13628.91
2005-01-28,1.669073552847797,16.1265,0.045319,13650.06
2005-01-31,1.6495128640252767,16.2111,0.0451909999999999,13721.69
2005-02-01,1.7149032805126652,16.0417,0.0451885,13578.26
2005-02-02,1.7067071239018174,16.0151,0.045374,13555.8
2005-02-03,1.7275890215994236,15.9495,0.045422,13515.33
2005-02-04,1.723102764505545,16.0318,0.045145,13585.17
2005-02-07,1.6685466766387975,16.2787,0.0447445,13795.0
2005-02-08,1.6798506854680753,16.3392,0.044404,13845.63
2005-02-16,1.5878819870612881,16.5395,0.0445824999999999,14015.49
2005-02-17,1.5527727333394008,16.4835,0.045139,13967.82
2005-02-18,1.4629375939849716,16.625,0.0455209999999999,14087.87
2005-02-22,1.5392300351210588,16.6282,0.0447465,14090.52
2005-02-23,1.559127635703991,16.4273,0.0452829999999999,13957.94
2005-02-24,1.5413437622745256,16.5485,0.045015,14060.91
2005-02-25,1.5603664909164126,16.6619,0.0444134999999999,14157.09
2005-02-28,1.5547234393838743,16.2564,0.045967,14195.35
2005-03-01,1.636820240673142,16.163,0.0455015,14061.15
2005-03-02,1.7300180128124607,15.922,0.045506,13850.78
2005-03-03,1.8186207732750939,15.7486,0.0453114999999999,13892.37
2005-03-04,1.8884305832952881,15.5513,0.045419,13730.78
2005-03-07,1.8934194455664004,15.5979,0.0451769999999999,13771.95
2005-03-08,1.8036830182798846,15.7222,0.0455675,13881.71
2005-03-09,1.7571895115971135,15.7841,0.045783,13941.47
2005-03-10,1.8139493063347967,15.6848,0.0456165,13856.02
2005-03-11,1.850463503000963,15.5284,0.0458934999999999,13890.93
2005-03-14,1.8734900818206386,15.5462,0.0455895,13906.85
2005-03-15,1.9614122812274148,15.3527,0.0455209999999999,13816.75
2005-03-16,1.95980388313827,15.3703,0.0454624999999999,13832.52
2005-03-17,2.059634865326794,15.3297,0.0446364999999999,13817.99
2005-03-18,2.047602421242006,15.3413,0.0447075,13828.37
2005-03-21,2.048856906437331,15.348,0.0446664999999999,13834.35
2005-03-22,2.0258540921638444,15.2511,0.0453105,13776.47
2005-03-23,2.1049580755497717,14.9835,0.0456905,13603.61
2005-03-24,2.143215381996833,14.9818,0.0453154999999999,13597.1
2005-03-29,2.3826884535241586,14.5893,0.0447165,13411.88
2005-03-30,2.667879306030068,14.2254,0.0436179999999999,13425.75
2005-03-31,2.535086057965459,14.6087,0.0431015,13516.88
2005-04-01,2.484333135417951,14.6022,0.0436395,13491.35
2005-04-04,2.5483860876937596,14.6259,0.0428879999999999,13513.41
2005-04-06,2.510635219879415,14.6785,0.0430205,13562.26
2005-04-07,2.5075169457218065,14.7223,0.0428489999999999,13602.35
2005-04-08,2.4684160225497296,14.7851,0.0429515,13666.72
2005-04-11,2.462044493317544,14.7775,0.04305,13659.93
2005-04-12,2.566189853277579,14.7762,0.0420144999999999,13658.05
2005-04-13,2.475817164024141,14.9289,0.042226,13799.62
2005-04-14,2.5152138890754143,14.893,0.0419934999999999,13772.4
2005-04-15,2.6264005441231415,14.7485,0.0415394999999999,13638.75
2005-04-18,2.80274050520719,14.4416,0.0412169999999999,13355.23
2005-04-19,2.7814118228718936,14.5375,0.0409734999999999,13444.09
2005-04-20,2.760014032233614,14.5066,0.0413339999999999,13501.63
2005-04-21,2.6858112204387545,14.6095,0.0415905,13597.31
2005-04-22,2.6451527839704205,14.7128,0.0415165,13693.55
2005-04-25,2.661239254626434,14.7738,0.041075,13750.23
2005-04-26,2.5531853324737765,14.8914,0.041621,13859.58
2005-04-27,2.573190013988084,14.8698,0.0415185,13839.64
2005-04-28,2.581480437223477,14.9626,0.0410185,13909.42
2005-04-29,2.4583606614421614,15.1593,0.0413824999999999,13908.97
2005-05-09,2.3667898727327366,15.3378,0.0415304999999999,14085.09
2005-05-10,2.4561671053321454,15.2584,0.040976,14018.38
2005-05-11,2.5267096845436265,15.1685,0.040659,13939.8
2005-05-12,2.5069906988444677,15.2051,0.0406975,13968.28
2005-05-13,2.6144067478168838,15.116,0.040011,13866.81
2005-05-17,2.6803528833705617,14.9079,0.040275,13667.03
2005-05-18,2.7572591623706133,14.8586,0.0397285,13627.01
