trade_date,close,pe
2020-06-22,4102.0459,12.571
2020-06-23,4121.7944,12.6047
2020-06-24,4138.9895,12.6692
2020-06-29,4109.7164,12.5889
2020-06-30,4163.9637,12.6871
2020-07-01,4247.7835,12.9182
2020-07-02,4335.8445,13.2095
2020-07-03,4419.5955,13.5066
2020-07-06,4670.0949,14.3348
2020-07-07,4698.1264,14.3894
2020-07-08,4774.0042,14.5963
2020-07-09,4840.7712,14.7586
2020-07-10,4753.1333,14.3921
2020-07-13,4852.9612,14.633
2020-07-14,4806.6902,14.4928
2020-07-15,4744.4687,14.2797
2020-07-16,4516.2532,13.6642
2020-07-17,4544.7007,13.7152
2020-07-20,4680.3046,14.0825
2020-07-21,4691.0425,14.0975
2020-07-22,4714.4454,14.1471
2020-07-23,4712.4357,14.0977
2020-07-24,4505.5906,13.5437
2020-07-27,4528.45,13.5941
2020-07-28,4568.2576,13.7043
2020-07-29,4679.008,13.9974
2020-07-30,4656.1506,13.9081
2020-07-31,4695.0462,13.9964
2020-08-03,4771.3108,14.1978
2020-08-04,4775.8024,14.2583
2020-08-05,4777.1089,14.2312
2020-08-06,4762.7642,14.2252
2020-08-07,4707.9262,14.0854
2020-08-10,4724.8697,14.1774
2020-08-11,4681.7837,14.0626
2020-08-12,4647.6446,13.9829
2020-08-13,4635.7126,13.943
2020-08-14,4704.6288,14.1541
2020-08-17,4815.2261,14.5034
2020-08-18,4812.7564,14.4833
2020-08-19,4740.6784,14.281
2020-08-20,4679.1544,14.0927
2020-08-21,4718.8431,14.1827
2020-08-24,4755.8491,14.2621
2020-08-25,4761.9507,14.2605
2020-08-26,4706.1302,14.1244
2020-08-27,4731.3451,14.1704
2020-08-28,4844.2652,14.6719
2020-08-31,4816.2153,15.2556
2020-09-01,4842.1223,15.3233
2020-09-02,4843.887,15.3115
2020-09-03,4817.0952,15.2316
2020-09-04,4770.219,15.0929
2020-09-07,4669.3677,14.8164
2020-09-08,4694.3894,14.9296
2020-09-09,4584.5887,14.6451
2020-09-10,4581.9775,14.6396
2020-09-11,4627.2826,14.7504
2020-09-14,4651.0507,14.8084
2020-09-15,4688.4826,14.8983
2020-09-16,4657.3584,14.8347
2020-09-17,4632.7142,14.7607
2020-09-18,4737.0887,15.0908
2020-09-21,4691.4281,14.9453
2020-09-22,4635.7608,14.7749
2020-09-23,4652.3273,14.7994
2020-09-24,4563.0657,14.5654
2020-09-25,4570.0216,14.5767
2020-09-28,4581.9085,14.6295
2020-09-29,4591.7993,14.6493
2020-09-30,4587.3953,14.6379
2020-10-09,4681.1412,14.8711
2020-10-12,4823.1578,15.2863
2020-10-13,4839.201,15.3055
2020-10-14,4807.1021,15.2165
2020-10-15,4798.7361,15.2147
2020-10-16,4791.676,15.2387
2020-10-19,4755.4879,15.1765
2020-10-20,4793.4672,15.1902
2020-10-21,4792.8284,15.223
2020-10-22,4777.9845,15.17
2020-10-23,4718.4881,14.997
2020-10-26,4691.2359,14.8945
2020-10-27,4699.2792,14.8916
2020-10-28,4737.2718,14.928
2020-10-29,4772.9198,14.7777
2020-10-30,4695.3338,14.3501
2020-11-02,4720.8313,14.5
2020-11-03,4777.5608,14.6703
2020-11-04,4813.6564,14.7504
2020-11-05,4885.1118,14.9301
2020-11-06,4885.7178,14.9289
2020-11-09,4981.3497,15.1966
2020-11-10,4953.8756,15.1399
2020-11-11,4904.8981,15.0396
2020-11-12,4908.463,15.0208
2020-11-13,4856.8513,14.8574
2020-11-16,4904.1716,14.9998
2020-11-17,4894.786,14.9858
2020-11-18,4891.6716,15.008
2020-11-19,4927.9891,15.1011
2020-11-20,4943.2882,15.1376
2020-11-23,5005.0273,15.3271
2020-11-24,4974.2855,15.2436
2020-11-25,4910.7,15.0863
2020-11-26,4919.5912,15.1257
2020-11-27,4980.765,15.3612
2020-11-30,4960.2519,15.3023
2020-12-01,5067.0983,15.6071
2020-12-02,5067.1447,15.5791
2020-12-03,5057.0603,15.5431
2020-12-04,5065.9163,15.5399
2020-12-07,5022.2351,15.3842
2020-12-08,5009.8786,15.3301
2020-12-09,4942.6986,15.1569
2020-12-10,4940.5249,15.1352
2020-12-11,4889.6292,15.0133
2020-12-14,4934.8352,15.4477
2020-12-15,4945.1,15.4419
2020-12-16,4953.867,15.4638
2020-12-17,5017.4784,15.6416
2020-12-18,4999.9678,15.5903
2020-12-21,5046.8396,15.7055
2020-12-22,4964.7727,15.4335
2020-12-23,5007.1235,15.5646
2020-12-24,5000.0154,15.5421
2020-12-25,5042.0137,15.6631
2020-12-28,5064.4147,15.7152
2020-12-29,5042.9361,15.6491
2020-12-30,5113.7105,15.8189
2020-12-31,5211.2885,16.1025
2021-01-04,5267.7181,16.2315
2021-01-05,5368.5049,16.4701
2021-01-06,5417.6677,16.6389
2021-01-07,5513.6568,16.892
2021-01-08,5495.4306,16.8659
2021-01-11,5441.1583,16.7057
2021-01-12,5596.3525,17.1292
2021-01-13,5577.9711,17.1095
2021-01-14,5470.4563,16.849
2021-01-15,5458.0812,16.7873
2021-01-18,5518.5205,16.9036
2021-01-19,5437.5234,16.723
2021-01-20,5476.4336,16.7931
2021-01-21,5564.9693,17.0173
2021-01-22,5569.776,16.9571
2021-01-25,5625.9232,17.0921
2021-01-26,5512.9678,16.8034
2021-01-27,5528.0034,16.8465
2021-01-28,5377.1427,16.4297
2021-01-29,5351.9646,16.3919
2021-02-01,5417.6484,16.5371
2021-02-02,5501.0915,16.7259
2021-02-03,5485.2008,16.6622
2021-02-04,5473.9475,16.5242
2021-02-05,5483.414,16.5819
2021-02-08,5564.5618,16.7764
2021-02-09,5686.2502,17.093
2021-02-10,5807.7191,17.4478
2021-02-18,5768.3814,17.3776
2021-02-19,5778.842,17.411
2021-02-22,5597.3327,17.0458
2021-02-23,5579.6681,16.9942
2021-02-24,5437.5683,16.5728
2021-02-25,5469.5584,16.7058
2021-02-26,5336.7609,16.3109
2021-03-01,5418.7837,16.5093
2021-03-02,5349.6301,16.2868
2021-03-03,5452.2125,16.6314
2021-03-04,5280.7058,16.2033
2021-03-05,5262.7958,16.1908
2021-03-08,5080.0246,15.7137
2021-03-09,4970.9994,15.4089
2021-03-10,5003.6121,15.4543
2021-03-11,5128.2156,15.8036
2021-03-12,5146.3786,15.8483
2021-03-15,5035.5441,15.6081
2021-03-16,5079.3624,15.7343
2021-03-17,5100.8581,15.7452
2021-03-18,5141.7681,15.8386
2021-03-19,5007.0907,15.4433
2021-03-22,5057.152,15.5877
2021-03-23,5009.2459,15.4518
2021-03-24,4928.6853,15.2339
2021-03-25,4926.3469,15.1907
2021-03-26,5037.9899,15.4657
2021-03-29,5046.8773,15.2604
2021-03-30,5094.7291,15.3423
2021-03-31,5048.3607,15.1078
2021-04-01,5110.7768,15.2482
2021-04-02,5161.5569,15.3591
2021-04-06,5140.3418,15.3106
2021-04-07,5103.7428,15.2327
2021-04-08,5112.2086,15.2562
2021-04-09,5035.3374,15.0562
2021-04-12,4947.7459,14.8355
2021-04-13,4939.6438,14.7826
2021-04-14,4980.6279,14.885
2021-04-15,4948.9741,14.7437
2021-04-16,4966.1811,14.8091
2021-04-19,5087.0165,15.0908
2021-04-20,5083.3654,15.0475
2021-04-21,5098.7449,15.0553
2021-04-22,5089.2435,14.9716
2021-04-23,5135.4534,15.049
2021-04-26,5077.2372,14.857
2021-04-27,5090.5195,14.7957
2021-04-28,5119.2421,14.8311
2021-04-29,5164.1692,14.6201
2021-04-30,5123.489,13.971
2021-05-06,5061.1244,13.8525
2021-05-07,4996.0527,13.7366
2021-05-10,4992.422,13.7538
2021-05-11,5023.0595,13.8248
2021-05-12,5044.5481,13.8962
2021-05-13,4992.9738,13.7675
2021-05-14,5110.5901,14.0578
2021-05-17,5184.9853,14.2229
